Agreement,Agreementname,ACCT,Territory,Region,TransactionDate,EE,ND,SD,GR,WW,Other,TOTAL,DOCS,AccountName,QuotaEE,QuotaND,QuotaSD,QuotaGR,QuotaWW,QuotaOther,LastYearEE,LastYearND,LastYearSD,LastYearGR,LastYearWW,LastYearOther,Year,Period
    ,,99256,QUE2 ,Quebec,6/18/2020,0,28.2,0,0,0,11.85,40.05,2,ORDRE DES OPTICIENS DU QUEBEC,0,121.01,0,0,0,3.5,0,117.49,0,0,0,3.4,2020,6
    ,,76712,ATL1 ,Atlantic,6/18/2020,23.77,0,0,0,0,2.45,26.22,7,PLANT ADJUSTMENT BUREAU,35.22,0,0,0,0,3.41,34.19,0,0,0,0,3.31,2020,6
14,Lunetterie New Look                               ,173678,QUE1 ,Quebec,6/18/2020,0,140.4,0,0,0,0,140.4,17,GROUPE VISION NEW LOOK INC.,0,161.52,0,0,0,0,0,156.82,0,0,0,0,2020,6
    ,,226425,ONTC ,central,6/18/2020,81.62,0,0,0,0,3.44,85.06,15,TK WOODMAR INSURANCE BROKER,150.33,0,0,0,0,5.96,145.95,0,0,0,0,5.79,2020,6
    ,,212785,ONTA ,central,6/18/2020,71.81,0,0,0,0,0.86,72.67,11,FIRSTBROOK CASSIE & ANDERSON,67.62,0,0,0,0,9.72,65.65,0,0,0,0,9.44,2020,6
    ,,239117,ONTC ,central,6/18/2020,0,23.93,0,0,0,0,23.93,2,PRO-TOUCH DENTAL LAB,0,98.61,0,0,0,0,0,95.74,0,0,0,0,2020,6
    ,,217941,QUE2 ,Quebec,6/18/2020,12.56,0,0,0,0,2.81,15.37,6,LAFOND ET ASSOCIES,49.08,0,0,0,0,6.14,47.65,0,0,0,0,5.96,2020,6
    ,,178916,BC1  ,west,6/18/2020,0,102.1,0,0,0,5.08,107.18,5,ART SEE EYEWEAR,0,259.12,0,0,0,0,0,251.57,0,0,0,0,2020,6
    ,,205335,ONTA ,Quebec,6/18/2020,10.38,0,0,0,0,0,10.38,3,STERLING MUTUALS INC.,7.92,0,0,0,0,3.85,7.69,0,0,0,0,3.74,2020,6
    ,,120744,ATL1 ,Atlantic,6/18/2020,35.37,0,0,0,0,10.58,45.95,14,ARCHWAY INSURANCE HERITAGE,47.99,0,0,0,0,7.67,46.59,0,0,0,0,7.45,2020,6
    ,,166583,ONTC ,central,6/18/2020,0,47.86,0,0,0,0,47.86,3,ELMIRA EYEWEAR,0,83.4,0,0,0,0,0,80.97,0,0,0,0,2020,6
234,Intact Financial Corporation                      ,241231,CORP2,central,6/18/2020,0,4995.91,0,0,0,277.54,5273.45,15,INTACT / SYMCOR,0,14594.3,0,0,0,16.63,0,14169.22,0,0,0,16.15,2020,6
14,Lunetterie New Look                               ,130848,QUE1 ,Atlantic,6/18/2020,0,160.11,0,0,0,0,160.11,13,VOGUE OPTICAL #62,0,148.69,0,0,0,0,0,144.36,0,0,0,0,2020,6
    ,,33106,ONTA ,central,6/18/2020,10.23,0,0,0,0,11.1,21.33,9,CHOICE INSURANCE BROKERS INC.,23,0,0,0,0,24.63,22.33,0,0,0,0,23.91,2020,6
14,Lunetterie New Look                               ,110005,QUE1 ,Quebec,6/18/2020,0,144.56,0,0,0,11,155.56,16,CLINIQUE VISUELLE IRIS #335 INC.,0,215.65,0,0,0,0,0,209.37,0,0,0,0,2020,6
71,Kleargo Inc.                                      ,115893,QUE1 ,Quebec,6/18/2020,178.45,3064.03,0,2181.39,0,47.8,5471.67,21,KLEARGO INC.,215.59,4620.39,0,3951.81,0,0,209.31,4485.82,0,3836.71,0,0,2020,6
    ,,17956,WEST ,west,6/18/2020,31.53,0,0,0,0,0.35,31.88,5,MOBILE COMMERCIAL INSURANCE,60.01,0,0,0,0,3.39,58.26,0,0,0,0,3.29,2020,6
612,FYIdoctors                                        ,153279,BC1  ,west,6/18/2020,0,181.93,0,0,0,0,181.93,13,FYI EYE CARE SERVICES AND PRODUCTS,0,638.32,0,0,0,0,0,619.73,0,0,0,0,2020,6
    ,,130841,ONTA ,Quebec,6/18/2020,0,35.08,0,0,0,0,35.08,4,BELFOR RESTORATION SERVICES,0,53.44,0,0,0,0,0,51.88,0,0,0,0,2020,6
    ,,224471,BC1  ,west,6/18/2020,0,176.44,0,0,0,9.9,186.34,12,WORLD FINANCIAL GROUP,0,666.04,0,0,0,0,0,646.64,0,0,0,0,2020,6
    ,,210517,WEST ,west,6/18/2020,2.3,0,0,0,0,0,2.3,1,WYNWARD INSURANCE GROUP,449.34,0,0,0,0,0,436.25,0,0,0,0,0,2020,6
14,Lunetterie New Look                               ,97635,QUE1 ,Central,6/18/2020,0,57.15,0,0,0,0,57.15,6,CLINIQUE D'OPTOMETRIE IRIS #120,0,220.33,0,0,0,0,0,213.91,0,0,0,0,2020,6
    ,,174608,ONTC ,central,6/18/2020,0,44.92,0,0,0,0,44.92,4,"AHMED, DR. SABRINA",0,70.59,0,0,0,0,0,68.53,0,0,0,0,2020,6
    ,,222301,WEST ,west,6/18/2020,20.07,0,0,0,0,13.24,33.31,16,CYPRESS INSURANCE SERVICES LTD.,46.54,0,0,0,0,16.53,45.18,0,0,0,0,16.05,2020,6
    ,,236593,ATL1 ,Atlantic,6/18/2020,0,425.04,0,0,0,0,425.04,13,ALTIMAX COURIER,0,358.87,0,0,0,0,0,348.42,0,0,0,0,2020,6
315,Sinclair Dental                                   ,177025,BC1  ,west,6/18/2020,0,1487.84,0,0,0,0,1487.84,15,SINCLAIR DENTAL CO. LTD.,0,1308.67,0,0,0,6.7,0,1270.55,0,0,0,6.5,2020,6
    ,,249219,ONTA ,central,6/18/2020,96.09,0,0,0,0,0.63,96.72,15,BMO,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
14,Lunetterie New Look                               ,173999,QUE1 ,Quebec,6/18/2020,0,89.24,0,0,0,0,89.24,14,GROUPE VISION NEW LOOK INC.,0,133.35,0,0,0,0,0,129.47,0,0,0,0,2020,6
    ,,162796,ONTA ,central,6/18/2020,0,198.33,0,0,0,0,198.33,7,KAMEL EYE CENTRE,0,262.04,0,0,0,0,0,254.41,0,0,0,0,2020,6
612,FYIdoctors                                        ,234802,BC1  ,central,6/18/2020,0,34,0,0,0,0,34,4,JAMIE MAKI OPTOMETRY,0,21.87,0,0,0,0,0,21.23,0,0,0,0,2020,6
    ,,807,QUE1 ,Quebec,6/18/2020,0,301.32,0,0,0,11.8,313.12,11,COUGHLIN & ASSOCIATES LTD.,0,1080.44,0,98.4,0,0,0,1048.97,0,95.53,0,0,2020,6
    ,,97784,ONTA ,Quebec,6/18/2020,0,35.51,0,0,0,0,35.51,2,HOLMES J. DR.,0,62.12,0,0,0,0,0,60.31,0,0,0,0,2020,6
442,DENPLUS                                           ,115524,QUE1 ,Quebec,6/18/2020,0,2273.38,0,640.49,0,106.58,3020.45,13,DENPLUS,0,4392.58,0,1009.7,0,53.91,0,4264.64,0,980.29,0,52.34,2020,6
    ,,245800,ONTC ,central,6/18/2020,0,34.74,0,0,0,0,34.74,3,DISCOUNT CAR & TRUCK RENTALS,0,45.77,0,0,0,0,0,44.44,0,0,0,0,2020,6
278,Saskatchewan Mutual Insurance                     ,6489,WEST ,west,6/18/2020,3727.95,0,0,0,0,0,3727.95,13,SASKATCHEWAN MUTUAL INS. CO.,6761.06,8,0,0,0,0,6564.14,7.77,0,0,0,0,2020,6
    ,,4079,ONTC ,central,6/18/2020,134.9,0,0,0,0,0.3,135.2,16,BRANT MUTUAL INS. CO.,181.18,0,0,0,0,2.33,175.9,0,0,0,0,2.26,2020,6
    ,,102453,ONTC ,central,6/18/2020,2.18,11.23,0,0,0,1.72,15.13,4,CLAY SEABROOK INSURANCE,2.16,0,0,0,0,5.69,2.1,0,0,0,0,5.52,2020,6
208,Central Dental                                    ,202658,ONTA ,central,6/18/2020,0,8611.17,0,2141.79,0,450.81,11203.77,30,CENTRAL DENTAL,0,14212.85,0,1905.95,0,182.67,0,13798.88,0,1850.44,0,177.35,2020,6
14,Lunetterie New Look                               ,120684,QUE1 ,Atlantic,6/18/2020,0,107.52,0,0,0,11,118.52,10,VOGUE OPTICAL #58,0,195.84,0,0,0,11.33,0,190.14,0,0,0,11,2020,6
    ,,31448,BC1  ,west,6/18/2020,117.56,8.58,0,0,0,1.58,127.72,13,REAL INSURANCE SOLUTIONS INC,146.89,0,0,0,0,7.18,142.61,0,0,0,0,6.97,2020,6
334,Aviva Canada                                      ,65661,CORP1,west,6/18/2020,27.31,340.27,0,0,0,25.11,392.69,13,AVIVA CANADA INC,94.15,924.52,0,0,0,0,91.41,897.59,0,0,0,0,2020,6
982,Desjardins - Centre de Distbution                 ,13807,QUE2 ,Quebec,6/18/2020,21.01,0,0,0,0,19.54,40.55,20,DSF DESJARDINS FINANCIAL SECURITY,61.6,0,0,0,0,18.75,59.81,0,0,0,0,18.2,2020,6
    ,,17456,WEST ,west,6/18/2020,3.69,0,0,0,0,1.44,5.13,4,TAYLOR FINANCIAL GROUP,6.36,0,0,0,0,0,6.17,0,0,0,0,0,2020,6
612,FYIdoctors                                        ,236455,BC1  ,west,6/18/2020,0,168.99,0,0,0,0,168.99,16,FYI EYE CARE SERVICES AND,0,238.62,0,0,0,0,0,231.67,0,0,0,0,2020,6
87,Groupe Marcelle Inc                               ,205256,QUE1 ,Quebec,6/18/2020,0,16849.05,0,5.91,0,595.29,17450.25,35,GROUPE MARCELLE INC,0,35898.84,0,24.07,0,627.79,0,34853.24,0,23.37,0,609.5,2020,6
    ,,8252,ONTC ,central,6/18/2020,0,239.93,0,0,0,4.67,244.6,6,HENDERSON STRUCTURED STLMNTS L.P,0,621.4,0,16.93,0,11.33,0,603.3,0,16.44,0,11,2020,6
    ,,7579,ATL1 ,Atlantic,6/18/2020,36.79,0,0,0,0,3.23,40.02,12,BRIDGEWATER INS AGENCY LTD,181.56,0,0,0,0,2.84,176.27,0,0,0,0,2.76,2020,6
    ,,237914,ONTA ,central,6/18/2020,0,37.3,0,0,0,0,37.3,1,HUMBER EYE CENTRE,0,56.52,0,0,0,0,0,54.87,0,0,0,0,2020,6
229,Groupe Promutuel F.S.M.A.G                        ,247918,QUE2 ,Quebec,6/18/2020,0,1145.81,0,0,0,0,1145.81,17,PROMUTUEL REASSURANCE IMPRESSION,0,6433.22,0,0,0,0,0,6245.84,0,0,0,0,2020,6
14,Lunetterie New Look                               ,115972,QUE1 ,Quebec,6/18/2020,0,139.02,0,0,0,0,139.02,14,IRIS MONT LAURIER #201,0,210.9,0,0,0,0,0,204.76,0,0,0,0,2020,6
    ,,77985,QUE2 ,Quebec,6/18/2020,1.09,0,0,0,0,0,1.09,1,ASSURANCE SOUTH WESTERN LTEE,3.24,0,0,0,0,8.53,3.15,0,0,0,0,8.28,2020,6
579,Compagnie Parento Limited                         ,223549,ONTA ,central,6/18/2020,0,747.77,0,0,0,18.65,766.42,17,COMPAGNIE PARENTO LTD,0,1434.03,0,134.33,0,6.7,0,1392.26,0,130.42,0,6.5,2020,6
    ,,25512,QUE2 ,Quebec,6/18/2020,0,26.73,0,0,0,0,26.73,3,CARREFOUR FINANCIER,3.02,0,0,0,0,4.83,2.93,0,0,0,0,4.69,2020,6
    ,,200712,ONTA ,central,6/18/2020,0,73.68,0,0,0,0,73.68,3,NEW VISION BEAUTY SUPPLY,0,87.69,0,0,0,0,0,85.14,0,0,0,0,2020,6
    ,,248479,ONTC ,central,6/18/2020,0,11.58,0,0,0,0,11.58,1,LENS & FRAMES OPTICAL,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
612,FYIdoctors                                        ,234864,BC1  ,central,6/18/2020,0,46.68,0,0,0,0,46.68,5,FYIDOCTORS-LONDON-SUNNINGDALE,0,148.57,0,0,0,0,0,144.24,0,0,0,0,2020,6
424,Gestion Luc Doyle                                 ,173776,QUE2 ,Quebec,6/18/2020,0,119.06,0,0,0,0,119.06,8,OPTIQUE DOYLE MASCOUCHE INC.,0,117.66,0,0,0,0,0,114.23,0,0,0,0,2020,6
    ,,4950,ONTA ,central,6/18/2020,1475.76,81.43,0,0,0,0,1557.19,7,OPTIMUM INSURANCE COMPANY INC.,2596.4,177.6,0,0,0,0,2520.78,172.43,0,0,0,0,2020,6
978,Rotsaert Dental Laboratory                        ,99734,ONTC ,central,6/18/2020,0,139.27,0,0,0,0,139.27,17,ROTSAERT DENTAL LABORATORY,0,2031.61,0,0,0,0,0,1972.44,0,0,0,0,2020,6
815,Samtrade Inc.                                     ,237982,ONTA ,central,6/18/2020,0,224.63,0,0,0,0,224.63,13,SAMTRADE INC.,0,267.8,0,0,0,0,0,260,0,0,0,0,2020,6
    ,,20485,QUE2 ,Quebec,6/18/2020,65.73,0,0,0,0,3.44,69.17,14,ASSURANCES BOURGON INC,104.85,0,0,0,0,8.51,101.8,0,0,0,0,8.26,2020,6
    ,,30045,BC1  ,west,6/18/2020,52.29,40.5,0,0,0,3.32,96.11,17,HUB INTERNATIONAL TOS,109.38,85.5,0,0,0,0.43,106.19,83.01,0,0,0,0.42,2020,6
    ,,241495,ATL1 ,Atlantic,6/18/2020,0,208.75,0,0,0,17.5,226.25,9,COPART,0,635.65,0,0,0,0,0,617.14,0,0,0,0,2020,6
773,Metro Supply Chain Group                          ,237614,CORP2,central,6/18/2020,0,221.33,0,0,0,0,221.33,8,METRO LOGISTICS INC.,0,112.48,0,0,0,0,0,109.2,0,0,0,0,2020,6
    ,,222667,ONTC ,central,6/18/2020,6.54,0,0,0,0,11.24,17.78,9,UDO RENNER INSURANCE &,20.48,0,0,0,0,13.13,19.88,0,0,0,0,12.75,2020,6
    ,,3282,ONTA ,central,6/18/2020,16.13,0,0,0,0,2.81,18.94,4,SMITH WILLIAMS & BATEMAN INS,69.65,0,0,0,0,10.73,67.62,0,0,0,0,10.42,2020,6
    ,,40229,WEST ,west,6/18/2020,25.38,0,0,0,0,3.65,29.03,9,JOHN W LOW AGENCIES INC,41.5,0,0,0,0,8.99,40.29,0,0,0,0,8.73,2020,6
    ,,174951,WEST ,west,6/18/2020,0,250.23,0,0,0,13.34,263.57,8,WEYBURN EYE CARE,0,584.13,0,0,0,0,0,567.12,0,0,0,0,2020,6
    ,,4693,ONTA ,Quebec,6/18/2020,591.47,0,0,0,0,0,591.47,10,THE COMMONWELL MUTUAL INSURANCE,2384.86,0,0,0,0,0,2315.4,0,0,0,0,0,2020,6
    ,,180738,ATL1 ,Atlantic,6/18/2020,0,24.7,0,0,0,0,24.7,2,MEDAVIE BLUE CROSS,0,903.33,0,0,0,0,0,877.02,0,0,0,0,2020,6
    ,,173508,ONTA ,central,6/18/2020,0,183.72,0,0,0,0,183.72,13,THORNHILL OPTOMETRIC,0,390.71,0,0,0,0,0,379.33,0,0,0,0,2020,6
205,Hakim Optical                                     ,234026,CORP1,central,6/18/2020,0,20.9,0,0,0,0,20.9,3,HAKIM OPTICAL # 69,0,40.39,10.07,0,0,0,0,39.21,9.78,0,0,0,2020,6
195,The DATA Group of Companies                       ,248615,CORP1,central,6/18/2020,0,761.25,0,0,0,62.68,823.93,17,DCM- DATA COMMUNICATIONS MANAGEMENT,0,2010.77,0,0,0,20.09,0,1952.2,0,0,0,19.5,2020,6
    ,,228716,ONTC ,central,6/18/2020,0,25.05,0,0,0,0,25.05,3,PRIMERICA LIFE - JACKIE L. BOUX,0,49.52,0,0,0,0,0,48.08,0,0,0,0,2020,6
612,FYIdoctors                                        ,230055,BC1  ,Atlantic,6/18/2020,0,65.91,0,0,0,16.5,82.41,6,FYI EYE CARE SERV. AND PROD. INC.,0,302.08,0,0,0,0,0,293.28,0,0,0,0,2020,6
    ,,231662,ONTC ,central,6/18/2020,0,47.47,0,0,0,0,47.47,2,ST. MARYS OPTOMETRY,0,118.34,0,0,0,0,0,114.89,0,0,0,0,2020,6
    ,,17735,WEST ,west,6/18/2020,37.61,0,0,0,0,11.64,49.25,24,ACCESS INSURANCE GROUP LTD,143.26,16.78,0,0,0,1.42,139.09,16.29,0,0,0,1.38,2020,6
248,Swiftpost                                         ,249664,999,central,6/18/2020,0,1165.08,0,0,0,0,1165.08,15,HALF HOURS ON EARTH,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
31,Western Financial Group                           ,8955,WEST ,west,6/18/2020,9.71,0,0,0,0,7.34,17.05,10,WESTERN FINANCIAL GROUP / PA1,22.95,0,0,0,0,6.93,22.28,0,0,0,0,6.73,2020,6
    ,,2811,ONTC ,central,6/18/2020,16.1,0,0,0,0,10.82,26.92,11,PADFIELD-NELSON INS BRKRS LTD,28.79,0,0,0,0,19.91,27.95,0,0,0,0,19.33,2020,6
    ,,157875,WEST ,west,6/18/2020,37.71,0,0,0,0,2.67,40.38,8,SEDGWICK CANADA INC.,74.22,0,0,0,0,12.99,72.06,0,0,0,0,12.61,2020,6
    ,,52617,ATL1 ,Atlantic,6/18/2020,0,141.22,0,0,0,2.08,143.3,7,OMG INSURANCE SERVICES INC.,0,227.63,0,0,0,0,0,221,0,0,0,0,2020,6
228,Westland Insurance Group Ltd                      ,120339,BC1  ,west,6/18/2020,14.3,0,0,0,0,1.94,16.24,6,ENVISION INSURANCE-ABBY VILLAGE,22.68,0,0,0,0,7.82,22.02,0,0,0,0,7.59,2020,6
14,Lunetterie New Look                               ,174277,QUE1 ,Quebec,6/18/2020,0,83.57,0,0,0,0,83.57,7,GREICHE & SCAFF LAURIER #41,0,16.71,0,0,0,0,0,16.22,0,0,0,0,2020,6
    ,,3329,ONTA ,central,6/18/2020,4.64,0,0,0,0,4.39,9.03,5,STRACHAN & MORRIS INS BROKERS,7.57,0,0,0,0,8.13,7.35,0,0,0,0,7.89,2020,6
    ,,216191,BC1  ,west,6/18/2020,158.68,506.67,0,0,0,27.87,693.22,16,CRIUS FINANCIAL SERVICES,683.24,768.28,0,0,0,0,663.34,745.9,0,0,0,0,2020,6
334,Aviva Canada                                      ,87830,CORP1,central,6/18/2020,32298.25,0,0,0,0,0,32298.25,14,AVIVA CANADA INC.,69463.89,0,0,0,0,0,67440.67,0,0,0,0,0,2020,6
    ,,63292,ONTC ,central,6/18/2020,0,1944.26,0,46.39,0,55.78,2046.43,18,DISCOUNT - ACCOUNTS PAYABLE,0,5682.51,0,207.56,0,85.23,0,5517,0,201.51,0,82.75,2020,6
942,Financial Horizons Group                          ,240969,ONTC ,central,6/18/2020,11.16,281.23,0,0,0,0,292.39,15,FINANCIAL HORIZONS GROUP,108.78,619.96,0,0,0,0,105.61,601.9,0,0,0,0,2020,6
661,Kintec Footlabs Inc.                              ,248646,BC1  ,central,6/18/2020,0,16.81,0,0,0,0,16.81,1,WALKING MOBILITY CLINICS,0,29.26,0,0,0,1.75,0,28.41,0,0,0,1.7,2020,6
    ,,60801,ONTA ,Quebec,6/18/2020,6.43,140.17,0,0,0,4.43,151.03,15,HERITAGE GICS LIMITED,45.16,150.39,0,0,0,16.87,43.84,146.01,0,0,0,16.38,2020,6
    ,,221859,QUE1 ,Quebec,6/18/2020,0,130.83,0,0,0,0,130.83,9,BOUTIQUE PLANET SOLAIRE,0,244.72,0,0,0,0,0,237.59,0,0,0,0,2020,6
612,FYIdoctors                                        ,222230,BC1  ,west,6/18/2020,0,131.33,0,0,0,0,131.33,12,FYIDOCTORS - EDMONTON,0,169.44,0,0,0,0,0,164.5,0,0,0,0,2020,6
    ,,161846,QUE2 ,Quebec,6/18/2020,0,116.57,0,0,0,0,116.57,10,LAB. DENT. ALDENT ENRG.,0,238.31,0,0,0,0,0,231.37,0,0,0,0,2020,6
    ,,230048,WEST ,west,6/18/2020,0,57.86,0,0,0,2.2,60.06,3,MCGUIRE FINANCIAL GROUP,0,151.62,0,0,0,0,0,147.2,0,0,0,0,2020,6
    ,,100885,ATL1 ,Atlantic,6/18/2020,188.65,0,0,0,0,0,188.65,15,SEARS INSURANCE,253.47,0,0,0,0,0,246.09,0,0,0,0,0,2020,6
    ,,7623,ATL1 ,Atlantic,6/18/2020,21.48,0,0,0,0,17.16,38.64,18,ARCHWAY INSURANCE - HAYMAN,30.57,0,0,0,0,26.53,29.68,0,0,0,0,25.76,2020,6
    ,,230253,QUE2 ,Quebec,6/18/2020,34.72,0,0,0,0,0.15,34.87,10,RENAUD ASSURANCES,70.43,0,0,0,0,10.21,68.38,0,0,0,0,9.91,2020,6
14,Lunetterie New Look                               ,204278,QUE1 ,Atlantic,6/18/2020,0,196.03,0,0,0,11,207.03,25,VOGUE OPTICAL #65,0,327.27,0,0,0,11.33,0,317.74,0,0,0,11,2020,6
    ,,1048,ONTA ,central,6/18/2020,23.32,147,0,0,0,1.72,172.04,22,PBL INSURANCE LIMITED,71.25,103.54,0,0,0,80.84,69.17,100.52,0,0,0,78.49,2020,6
248,Swiftpost                                         ,249827,999,central,6/18/2020,0,48.4,0,0,0,55,103.4,1,FLAT ROCK,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
14,Lunetterie New Look                               ,174236,QUE1 ,west,6/18/2020,0,134.94,0,0,0,0,134.94,11,VISIONS OPTICAL #670,0,359.62,0,0,0,0,0,349.15,0,0,0,0,2020,6
    ,,38430,QUE2 ,Quebec,6/18/2020,31.12,0,0,0,0,9.11,40.23,20,PMT ROY ASSURANCES ET,111.48,0,0,0,0,0.78,108.23,0,0,0,0,0.76,2020,6
    ,,175835,ONTA ,central,6/18/2020,0,24.2,0,0,0,0,24.2,2,FAMILY VISION CENTRE,0,219.85,0,0,0,0,0,213.45,0,0,0,0,2020,6
    ,,16223,QUE1 ,Quebec,6/18/2020,1.09,16.2,0,0,0,0,17.29,2,"ROY, LEVESQUE & ASSOCIES",18.24,33.68,0,0,0,5.95,17.71,32.7,0,0,0,5.78,2020,6
    ,,1148,QUE1 ,Quebec,6/18/2020,0,45.19,0,0,0,0,45.19,5,FUTURE FINANCIAL PLANNING,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
693,Strategic Brokerage Services LP                   ,153202,WEST ,west,6/18/2020,140.39,791.57,0,0,0,18.19,950.15,13,IDC WORLDSOURCE INSURANCE NETWORK,543.75,3681.27,0,0,0,41.05,527.91,3574.05,0,0,0,39.85,2020,6
    ,,45440,ONTA ,central,6/18/2020,385.79,0,0,0,0,0,385.79,6,THE EQUITABLE BANK,731.7,0,0,0,0,0,710.39,0,0,0,0,0,2020,6
    ,,887,ONTC ,central,6/18/2020,0,448.13,0,0,0,11.73,459.86,14,COWAN INSURANCE GROUP,71.5,1004.61,0,0,0,40.69,69.42,975.35,0,0,0,39.5,2020,6
    ,,174733,ONTC ,central,6/18/2020,0,36.28,0,0,0,0,36.28,3,BATTELL DENTURE CLINIC,0,58.74,0,0,0,0,0,57.03,0,0,0,0,2020,6
731,Dens N Dente Dental Supplies                      ,248942,ONTA ,central,6/18/2020,0,1018.63,0,460.26,0,96.59,1575.48,14,SMILES FIRST,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
228,Westland Insurance Group Ltd                      ,245644,BC1  ,west,6/18/2020,18.75,5.67,0,0,0,0.6,25.02,10,WESTLAND INSURANCE - PORT COQUITLAM,27.03,8,0,0,0,0.87,26.24,7.77,0,0,0,0.84,2020,6
    ,,188648,WEST ,west,6/18/2020,0,60.39,0,0,0,6.44,66.83,5,DISCOUNT CAR & TRUCK RENTALS,0,69.84,0,0,0,0,0,67.81,0,0,0,0,2020,6
802,Location d'Auto et Camion Discount                ,237645,QUE1 ,Quebec,6/18/2020,0,148.12,0,0,0,0,148.12,1,DISCOUNT LOCATION D'AUTOS & CAMIONS,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
    ,,97046,ONTA ,Quebec,6/18/2020,0,11.58,0,0,0,0,11.58,1,INOVA EYE CARE,0,57.92,0,0,0,0,0,56.23,0,0,0,0,2020,6
    ,,14837,ONTC ,central,6/18/2020,0,23.76,0,0,0,0,23.76,2,SERVICEMASTER OF KW,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
14,Lunetterie New Look                               ,116204,QUE1 ,Quebec,6/18/2020,0,113.9,0,0,0,11,124.9,13,IRIS BAIE ST-PAUL #319,0,152.04,0,0,0,0,0,147.61,0,0,0,0,2020,6
    ,,82050,BC1  ,west,6/18/2020,95.48,0,0,0,0,0,95.48,8,MAXWELL CLAIMS SERVICES INC.,83.21,0,0,0,0,2.73,80.79,0,0,0,0,2.65,2020,6
    ,,14316,ONTA ,Quebec,6/18/2020,1.09,0,0,0,0,62.81,63.9,3,THE CO-OPERATORS,1.08,0,0,0,0,2.84,1.05,0,0,0,0,2.76,2020,6
    ,,174312,WEST ,west,6/18/2020,0,104.85,0,0,0,4.62,109.47,5,DEER VALLEY VISION CTR.,0,218.18,0,0,0,0,0,211.83,0,0,0,0,2020,6
    ,,97086,ONTC ,central,6/18/2020,0,45.62,0,0,0,0,45.62,4,"BERNARDI, DR. ALLAN",0,103.69,0,0,0,0,0,100.67,0,0,0,0,2020,6
    ,,54737,BC1  ,west,6/18/2020,2.18,8.58,0,0,0,0,10.76,3,COASTAL COMMUNITY INSURANCE,19.49,8.48,0,0,0,0.57,18.92,8.23,0,0,0,0.55,2020,6
    ,,233151,QUE1 ,Quebec,6/18/2020,0,181.39,0,0,0,0,181.39,9,ROBILLARD HEARING CENTRES,0,336.42,0,0,0,0,0,326.62,0,0,0,0,2020,6
173,Procheck Home Services                            ,212526,ONTC ,central,6/18/2020,0,113.5,0,0,0,33.73,147.23,3,ICHECK INC,0,365.62,0,29.74,0,11.33,0,354.97,0,28.87,0,11,2020,6
612,FYIdoctors                                        ,116205,BC1  ,Quebec,6/18/2020,0,61.25,0,0,0,0,61.25,4,GRIMARD OPTIQUE,0,160.24,0,0,0,0,0,155.57,0,0,0,0,2020,6
    ,,116013,QUE2 ,Quebec,6/18/2020,0,145.9,0,0,0,0,145.9,8,PELLETIER OPTICIEN,0,165.59,0,0,0,0,0,160.77,0,0,0,0,2020,6
    ,,17094,WEST ,west,6/18/2020,11.02,0,0,0,0,9.57,20.59,11,ALPINE INSURANCE & FINANCIAL INC,60.21,0,0,0,0,26.48,58.46,0,0,0,0,25.71,2020,6
56,Essilor                                           ,233029,QUE1 ,central,6/18/2020,0,24397.08,0,0,0,837.34,25234.42,23,ESSILOR CANADA (TORONTO HUB),0,51180.07,0,0,0,848.09,0,49689.39,0,0,0,823.39,2020,6
    ,,116135,QUE2 ,Quebec,6/18/2020,0,267.87,0,0,0,0,267.87,8,CENTRE VISUELLE D'ALMA,0,323.32,0,0,0,0,0,313.9,0,0,0,0,2020,6
    ,,216019,BC1  ,west,6/18/2020,47,8.1,0,0,0,0,55.1,6,INSUREBC(MEADOWTOWN) INS. SERV. LTD,55.95,8,0,0,0,7.97,54.32,7.77,0,0,0,7.74,2020,6
    ,,246352,QUE1 ,Quebec,6/18/2020,0,18.18,0,0,0,0,18.18,1,BACHAND LAFLEUR GROUPE CONSEIL INC.,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
9,CUSPIDENT                                         ,211624,QUE2 ,Quebec,6/18/2020,0,707.78,0,0,0,0,707.78,14,CUSPIDENT INC.,0,1079.13,0,0,0,0,0,1047.7,0,0,0,0,2020,6
659,PPI Solutions                                     ,24729,WEST ,west,6/18/2020,128.4,2718.83,0,0,0,90.44,2937.67,28,PPI MANAGEMENT INC.,818.75,7638.57,0,0,0,13.39,794.9,7416.09,0,0,0,13,2020,6
    ,,160603,ONTC ,central,6/18/2020,0,74.37,0,0,0,0,74.37,5,DALE'S SEARCH SERVICES LTD,0,121.28,0,0,0,0,0,117.75,0,0,0,0,2020,6
    ,,218381,QUE1 ,Quebec,6/18/2020,0,46.68,0,0,0,0,46.68,2,VEZINA OPTICIANS,0,246.24,0,0,0,0,0,239.07,0,0,0,0,2020,6
